"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"COPG2",2.81821198316964,0.0917069763476597,4.91673044534842,0.0186520244229417,0.985118700552643,0.985118700552643
"C13orf46",0.937791715755022,-2.4649112506835,6.02217855238601,-0.409305574260479,0.682315425282484,0.985118700552643
"ENSG00000289548",6.25194246980285,-0.119084233952861,4.81609530497259,-0.0247263034495823,0.980273274373065,0.985118700552643
