Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1313197,2014-06-12 16:16:14,2014-06-02 13:21:38,59699018,5969901800,59699018,100,3999,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313197/SRR1313197.sralite.1,SRX559848,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624392,SAMN02821052,simple,9606,Homo sapiens,GSM1401783,,,,,,,no,,,,,GEO,SRA168404,,public,7B14997C8E0410DABAEF73EFEF7D86C6,4A51DAF898FB403928C24878D22C6FC5
SRR1313198,2014-06-12 16:16:14,2014-06-02 13:24:58,55170031,5517003100,55170031,100,3513,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313198/SRR1313198.sralite.1,SRX559849,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624393,SAMN02821054,simple,9606,Homo sapiens,GSM1401784,,,,,,,no,,,,,GEO,SRA168404,,public,2589C34F070757CC8EC040D6F2E2D881,5D6EAEABC7A7EF6C45D8D4C63AF584CE
SRR1313199,2014-06-12 16:16:14,2014-06-02 13:29:03,58580303,5858030300,58580303,100,3768,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313199/SRR1313199.sralite.1,SRX559850,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624394,SAMN02821046,simple,9606,Homo sapiens,GSM1401785,,,,,,,no,,,,,GEO,SRA168404,,public,D1C4EF05585A5F06030D6D53E3294B41,C0C93995CAED91C06CFA27AAEFB04AEE
SRR1313190,2014-06-12 16:16:14,2014-06-02 13:15:50,60490260,6049026000,60490260,100,4042,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313190/SRR1313190.sralite.1,SRX559841,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624385,SAMN02821040,simple,9606,Homo sapiens,GSM1401776,,,,,,,no,,,,,GEO,SRA168404,,public,3F6E6294300C10BDE7B46FE678B5BA3F,7CDCC9521FF959C93E96A4E4BEBCF88E
SRR1313191,2014-06-12 16:16:14,2014-06-02 13:12:07,60155159,6015515900,60155159,100,4012,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313191/SRR1313191.sralite.1,SRX559842,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624386,SAMN02821042,simple,9606,Homo sapiens,GSM1401777,,,,,,,no,,,,,GEO,SRA168404,,public,F152D5B357831253347864ADFD94EABD,942518FEA66B2A885391CC8BAC4D90D0
SRR1313192,2014-06-12 16:16:14,2014-06-02 13:12:55,60515226,6051522600,60515226,100,3954,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313192/SRR1313192.sralite.1,SRX559843,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624387,SAMN02821041,simple,9606,Homo sapiens,GSM1401778,,,,,,,no,,,,,GEO,SRA168404,,public,5C609A5E8BA5C3A5F0190B43166AEEA6,F846F08E1C4DCB83ABF820540E4C14D1
SRR1313193,2014-06-12 16:16:14,2014-06-02 13:13:49,62331351,6233135100,62331351,100,4149,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313193/SRR1313193.sralite.1,SRX559844,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624388,SAMN02821044,simple,9606,Homo sapiens,GSM1401779,,,,,,,no,,,,,GEO,SRA168404,,public,15B810F53B41EC39C11BD0E0A6DD231C,5726DC71E40CFA6F01704955E8C14DB9
SRR1313194,2014-06-12 16:16:14,2014-06-02 13:16:12,52967057,5296705700,52967057,100,3523,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313194/SRR1313194.sralite.1,SRX559845,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624389,SAMN02821043,simple,9606,Homo sapiens,GSM1401780,,,,,,,no,,,,,GEO,SRA168404,,public,E2BAA28AB314704D7E2201DC9E985799,B5A576575749C99B629761A1E46B7618
SRR1313185,2014-06-12 16:16:14,2014-06-02 12:59:57,54053309,5405330900,54053309,100,3491,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313185/SRR1313185.sralite.1,SRX559836,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624380,SAMN02821035,simple,9606,Homo sapiens,GSM1401771,,,,,,,no,,,,,GEO,SRA168404,,public,785C5631146C96C0E46E974543A02798,B32053D1D27B3EDCBD610FBB2FEA6A21
SRR1313186,2014-06-12 16:16:14,2014-06-02 13:01:00,57809026,5780902600,57809026,100,3736,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313186/SRR1313186.sralite.1,SRX559837,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624383,SAMN02821036,simple,9606,Homo sapiens,GSM1401772,,,,,,,no,,,,,GEO,SRA168404,,public,C614A8799237D7492BF2B79CAB4BCDED,A0A6B7601398E004FBD3AE527FC4D57C
SRR1313187,2014-06-12 16:16:14,2014-06-02 13:07:24,71583225,7158322500,71583225,100,4827,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313187/SRR1313187.sralite.1,SRX559838,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624382,SAMN02821039,simple,9606,Homo sapiens,GSM1401773,,,,,,,no,,,,,GEO,SRA168404,,public,16995CC8A39A6AA31CEDD3FDF35860E0,1B70AF3F70FD2339A8A98DC1F79A75FE
SRR1313188,2014-06-12 16:16:14,2014-06-02 13:05:24,57071703,5707170300,57071703,100,3638,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313188/SRR1313188.sralite.1,SRX559839,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624381,SAMN02821037,simple,9606,Homo sapiens,GSM1401774,,,,,,,no,,,,,GEO,SRA168404,,public,467193DBCE5D2391645AB9B044764C1A,8189F1D559D04F5387A417073AAE62FC
SRR1313189,2014-06-12 16:16:14,2014-06-02 13:08:15,73167474,7316747400,73167474,100,4879,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313189/SRR1313189.sralite.1,SRX559840,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624384,SAMN02821038,simple,9606,Homo sapiens,GSM1401775,,,,,,,no,,,,,GEO,SRA168404,,public,4B3149DF35BFF7D6244B83AA151D4CE8,849A3E3CC9F5A697FFA2D63D3E2BD8BF
SRR1313180,2014-06-12 16:16:14,2014-06-02 12:49:19,49477861,4947786100,49477861,100,3171,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313180/SRR1313180.sralite.1,SRX559831,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624375,SAMN02821033,simple,9606,Homo sapiens,GSM1401766,,,,,,,no,,,,,GEO,SRA168404,,public,C4629186CA8EF7312CE7F0177225254D,1A5F58D8A9FD12021D6B26244FCF7A7D
SRR1313181,2014-06-12 16:16:14,2014-06-02 12:51:56,64051940,6405194000,64051940,100,4184,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313181/SRR1313181.sralite.1,SRX559832,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624376,SAMN02821034,simple,9606,Homo sapiens,GSM1401767,,,,,,,no,,,,,GEO,SRA168404,,public,490608D5E8A55FEB3C730363517F58AC,94B6CF08C92458B1638EAEDE9B4DD45B
SRR1313182,2014-06-12 16:16:14,2014-06-02 12:55:41,64891669,6489166900,64891669,100,4008,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313182/SRR1313182.sralite.1,SRX559833,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624378,SAMN02821088,simple,9606,Homo sapiens,GSM1401768,,,,,,,no,,,,,GEO,SRA168404,,public,C8AAA8B1ECEC0F2CB8FBAD61FD2393BF,FC187065AA5371CC7DCD4AC97734D34B
SRR1313183,2014-06-12 16:16:14,2014-06-02 12:55:44,50456888,5045688800,50456888,100,3197,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313183/SRR1313183.sralite.1,SRX559834,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624377,SAMN02821085,simple,9606,Homo sapiens,GSM1401769,,,,,,,no,,,,,GEO,SRA168404,,public,873C6513855E9B07878B9E072CBD4FD0,67FF9637DF5873B337502D721F669143
SRR1313184,2014-06-12 16:16:14,2014-06-02 13:04:54,60998376,6099837600,60998376,100,4125,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313184/SRR1313184.sralite.1,SRX559835,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624379,SAMN02821032,simple,9606,Homo sapiens,GSM1401770,,,,,,,no,,,,,GEO,SRA168404,,public,497C3A2AF5ED9A464B2F6C3AC9D92EF3,C54458B677C584B401645FC25FB4C8DE
SRR1313175,2014-06-12 16:16:14,2014-06-02 12:41:49,60547533,6054753300,60547533,100,4054,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313175/SRR1313175.sralite.1,SRX559826,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624371,SAMN02821086,simple,9606,Homo sapiens,GSM1401761,,,,,,,no,,,,,GEO,SRA168404,,public,1DD4D2A70EB41F29A4C6689939CE6C80,29471CC51F4B4D614F1F9D3569A68D50
SRR1313176,2014-06-12 16:16:14,2014-06-02 12:52:46,70003605,7000360500,70003605,100,4690,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313176/SRR1313176.sralite.1,SRX559827,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624370,SAMN02821087,simple,9606,Homo sapiens,GSM1401762,,,,,,,no,,,,,GEO,SRA168404,,public,B532A2DC8AF2904CF9FA0EFD00890ACA,468A54E64D5E358994573D6BB1AF576A
SRR1313177,2014-06-12 16:16:14,2014-06-02 12:43:01,55032017,5503201700,55032017,100,3584,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313177/SRR1313177.sralite.1,SRX559828,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624373,SAMN02821090,simple,9606,Homo sapiens,GSM1401763,,,,,,,no,,,,,GEO,SRA168404,,public,A6187BACEBA7FF6FE3658C3907B9E2A3,357690FA2254E6916B2CBC8AA934354C
SRR1313178,2014-06-12 16:16:14,2014-06-02 12:48:14,67268286,6726828600,67268286,100,4460,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313178/SRR1313178.sralite.1,SRX559829,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624372,SAMN02821029,simple,9606,Homo sapiens,GSM1401764,,,,,,,no,,,,,GEO,SRA168404,,public,0816F1CE669AC6D05F9F9B66F823484B,D86FBA76AE296ABD8812899489CC1F39
SRR1313179,2014-06-12 16:16:14,2014-06-02 12:46:49,43997918,4399791800,43997918,100,2804,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313179/SRR1313179.sralite.1,SRX559830,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624374,SAMN02821031,simple,9606,Homo sapiens,GSM1401765,,,,,,,no,,,,,GEO,SRA168404,,public,A934D44C6260CD63BB88BDA80872E417,F72A7405227D2134F02A6ADA1946777C
SRR1313170,2014-06-12 16:16:14,2014-06-02 14:36:40,48199607,4819960700,48199607,100,3197,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313170/SRR1313170.sralite.1,SRX559821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624364,SAMN02821080,simple,9606,Homo sapiens,GSM1401756,,,,,,,no,,,,,GEO,SRA168404,,public,01418F1F63C1E1F08055DFA0059A6FD4,BF40A8375B2CDDFF446C647D540C23F2
SRR1313171,2014-06-12 16:16:14,2014-06-02 14:38:35,44672494,4467249400,44672494,100,2988,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313171/SRR1313171.sralite.1,SRX559822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624367,SAMN02821083,simple,9606,Homo sapiens,GSM1401757,,,,,,,no,,,,,GEO,SRA168404,,public,927DC8DCE5D258F0FED82347D60741F7,FD9B99F738A8C964802DD165413FB1A0
SRR1313172,2014-06-12 16:16:14,2014-06-02 14:39:39,50208208,5020820800,50208208,100,3385,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313172/SRR1313172.sralite.1,SRX559823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624366,SAMN02821081,simple,9606,Homo sapiens,GSM1401758,,,,,,,no,,,,,GEO,SRA168404,,public,1C18D054BBC67ED4A120DFD22A8438CE,A6001D38CC337DFE65258E335AFD72F9
SRR1313173,2014-06-12 16:16:14,2014-06-02 14:42:37,52390616,5239061600,52390616,100,3553,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313173/SRR1313173.sralite.1,SRX559824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624369,SAMN02821082,simple,9606,Homo sapiens,GSM1401759,,,,,,,no,,,,,GEO,SRA168404,,public,8BEFD38C1613FCA0C9437171055432CA,98DD517E805132F0E0AB26ECE06D82A1
SRR1313174,2014-06-12 16:16:14,2014-06-02 12:36:36,48187954,4818795400,48187954,100,3096,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313174/SRR1313174.sralite.1,SRX559825,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624368,SAMN02821084,simple,9606,Homo sapiens,GSM1401760,,,,,,,no,,,,,GEO,SRA168404,,public,872AEA7784DF7D96ED4B2E8B7FF2F038,74D6F0D7B8229A82835F8F95CD67FCF2
SRR1313165,2014-06-12 16:16:14,2014-06-02 14:33:32,82674106,8267410600,82674106,100,5421,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313165/SRR1313165.sralite.1,SRX559816,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624359,SAMN02821075,simple,9606,Homo sapiens,GSM1401751,,,,,,,no,,,,,GEO,SRA168404,,public,8F9676371D8924B1E4CA348145AC9DDD,4705DE3D7506352028659B27859ECCAD
SRR1313166,2014-06-12 16:16:14,2014-06-02 14:34:21,71060803,7106080300,71060803,100,4663,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313166/SRR1313166.sralite.1,SRX559817,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624360,SAMN02821077,simple,9606,Homo sapiens,GSM1401752,,,,,,,no,,,,,GEO,SRA168404,,public,84805212A9D91EFA610D02F9E7B8800F,C5ACD87786E1BC1759B8329819AE1655
SRR1313167,2014-06-12 16:16:14,2014-06-02 14:32:51,75220747,7522074700,75220747,100,4971,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313167/SRR1313167.sralite.1,SRX559818,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624362,SAMN02821079,simple,9606,Homo sapiens,GSM1401753,,,,,,,no,,,,,GEO,SRA168404,,public,074E185732F20EC27843F02BB75518BB,2EE233A6CA0DCA08443548AAF8903449
SRR1313168,2014-06-12 16:16:14,2014-06-02 14:40:08,49719373,4971937300,49719373,100,3213,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313168/SRR1313168.sralite.1,SRX559819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624363,SAMN02821076,simple,9606,Homo sapiens,GSM1401754,,,,,,,no,,,,,GEO,SRA168404,,public,00FB5D6E5DCBD615700A512BCF22BFE2,8F16CD1BC95879CB02B5164730164785
SRR1313169,2014-06-12 16:16:14,2014-06-02 14:56:25,56571123,5657112300,56571123,100,3657,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313169/SRR1313169.sralite.1,SRX559820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624365,SAMN02821078,simple,9606,Homo sapiens,GSM1401755,,,,,,,no,,,,,GEO,SRA168404,,public,8AE96DDD52065E4AC3DEBE6ECC3028A0,08AB6E2FD79234CD832CADE0EED8BBD6
SRR1313160,2014-06-12 16:16:14,2014-06-02 14:20:26,66153963,6615396300,66153963,100,4341,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313160/SRR1313160.sralite.1,SRX559811,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624356,SAMN02821066,simple,9606,Homo sapiens,GSM1401746,,,,,,,no,,,,,GEO,SRA168404,,public,93CE0DD034769E491559D8C4473C3F37,9A0F2506317E97872310169D336B5622
SRR1313161,2014-06-12 16:16:14,2014-06-02 14:26:05,71243158,7124315800,71243158,100,4667,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313161/SRR1313161.sralite.1,SRX559812,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624354,SAMN02821072,simple,9606,Homo sapiens,GSM1401747,,,,,,,no,,,,,GEO,SRA168404,,public,81441F233DDD8BF02C8886AC20D6EFED,9E1190B5793B904BA802116C3E9100A0
SRR1313162,2014-06-12 16:16:14,2014-06-02 14:21:55,67603352,6760335200,67603352,100,4432,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313162/SRR1313162.sralite.1,SRX559813,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624357,SAMN02821074,simple,9606,Homo sapiens,GSM1401748,,,,,,,no,,,,,GEO,SRA168404,,public,A9697C893EB07D9E3E934B880A8CD136,009303E24E91A5BF0D3499813DE5A0AC
SRR1313163,2014-06-12 16:16:14,2014-06-02 14:21:09,60766284,6076628400,60766284,100,3966,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313163/SRR1313163.sralite.1,SRX559814,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624358,SAMN02821070,simple,9606,Homo sapiens,GSM1401749,,,,,,,no,,,,,GEO,SRA168404,,public,1F0E8C8B0F90DCCC5EB5DE63A896D0A0,DBB1AC16D36E50FC585E7EA4B0566824
SRR1313164,2014-06-12 16:16:14,2014-06-02 14:24:51,52226357,5222635700,52226357,100,3308,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313164/SRR1313164.sralite.1,SRX559815,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624361,SAMN02821073,simple,9606,Homo sapiens,GSM1401750,,,,,,,no,,,,,GEO,SRA168404,,public,AD2830E5E2CF1CF7D454B2FB7551BD0C,6E5C97828DBBE1756ABD1E72CB538900
SRR1313155,2014-06-12 16:16:14,2014-06-02 14:17:09,78640642,7864064200,78640642,100,5292,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313155/SRR1313155.sralite.1,SRX559806,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624351,SAMN02821063,simple,9606,Homo sapiens,GSM1401741,,,,,,,no,,,,,GEO,SRA168404,,public,5D676954578B95B5A8C4A4BF9090D2ED,3418B915E1B5EA736B8A137E2294990A
SRR1313156,2014-06-12 16:16:14,2014-06-02 14:40:38,87923089,8792308900,87923089,100,5913,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313156/SRR1313156.sralite.1,SRX559807,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624350,SAMN02821053,simple,9606,Homo sapiens,GSM1401742,,,,,,,no,,,,,GEO,SRA168404,,public,E91838AC90AF8F24977E9A0EA4A85186,EF68A7144C784EB40823A5F432E8BCAF
SRR1313157,2014-06-12 16:16:14,2014-06-02 14:27:59,112442692,11244269200,112442692,100,7586,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313157/SRR1313157.sralite.1,SRX559808,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624352,SAMN02821069,simple,9606,Homo sapiens,GSM1401743,,,,,,,no,,,,,GEO,SRA168404,,public,2947EAA3F0B516513701DDE81FBBBA6A,481700D49CA064E6E4D4188D4869B639
SRR1313158,2014-06-12 16:16:14,2014-06-02 14:20:13,86581994,8658199400,86581994,100,5792,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313158/SRR1313158.sralite.1,SRX559809,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624353,SAMN02821064,simple,9606,Homo sapiens,GSM1401744,,,,,,,no,,,,,GEO,SRA168404,,public,7931B5416EDDA9305B72B0B85862D6E3,33923523D7D909D5194515195AAD7A6C
SRR1313159,2014-06-12 16:16:14,2014-06-02 14:35:51,107816296,10781629600,107816296,100,7097,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313159/SRR1313159.sralite.1,SRX559810,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624355,SAMN02821067,simple,9606,Homo sapiens,GSM1401745,,,,,,,no,,,,,GEO,SRA168404,,public,6E9690B9F2EDB8B52740C2CEE8E7B496,71F1B553CDF44485F615B2BFBACFC01D
