"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-446728","Cell junction organization","18/177","298/11230",0.0604026845637584,3.8323285178023,6.27074347267236,1.05180307485721e-06,6.65079520061224e-06,4.93189958545485e-06,"H3C8/H2BC7/H3C10/H2BC15/H2BC26/H2BC11/H4C5/H3C2/H2BC17/H3C6/H2BC6/H2BC10/H4C9/H2BC9/ACTC1/H2BC14/CLDN8/H3C1",18
"R-HSA-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","12/177","134/11230",0.0895522388059701,5.681760688085,6.89914821220824,1.28442790645688e-06,8.04051869442004e-06,5.96244954471034e-06,"H2BC7/H2BC15/H2BC26/H2BC11/H4C5/H2BC17/BRIP1/H2BC6/H2BC10/H4C9/H2BC9/H2BC14",12
"R-HSA-195721","Signaling by WNT","18/177","318/11230",0.0566037735849057,3.59130156699712,5.93193560845017,2.66403321429971e-06,1.65117306153626e-05,1.22442798072556e-05,"H3C8/H2BC7/H3C10/H2BC15/H2BC26/H2BC11/H4C5/KREMEN2/H3C2/H2BC17/H3C6/H2BC6/H2BC10/H4C9/H2BC9/H2BC14/H3C1/WNT11",18
"R-HSA-5693532","DNA Double-Strand Break Repair","13/177","170/11230",0.0764705882352941,4.85177799933533,6.4036153135017,2.75738008533734e-06,1.69227444453056e-05,1.25490672614424e-05,"H2BC7/H2BC15/H2BC26/H2BC11/H4C5/H2BC17/BRIP1/H2BC6/H2BC10/H4C9/H2BC9/H2BC14/POLQ",13
"R-HSA-8866654","E3 ubiquitin ligases ubiquitinate target proteins","8/177","58/11230",0.137931034482759,8.75121761153322,7.48920212770215,3.18248294119435e-06,1.93420807882298e-05,1.43431270011927e-05,"H2BC7/H2BC15/H2BC11/H2BC17/H2BC6/H2BC10/H2BC9/H2BC14",8
"R-HSA-195258","RHO GTPase Effectors","18/177","325/11230",0.0553846153846154,3.51395045632334,5.8197274900272,3.62109120224967e-06,2.17961835827721e-05,1.61629678157096e-05,"H3C8/H2BC7/TUBB3/H3C10/H2BC15/H2BC26/H2BC11/H4C5/H3C2/KLK3/H2BC17/H3C6/H2BC6/H2BC10/H4C9/H2BC9/H2BC14/H3C1",18
"R-HSA-388841","Regulation of T cell activation by CD28 family","16/177","265/11230",0.060377358490566,3.8307216714636,5.9010986899774,4.33299588226402e-06,2.58329087837836e-05,1.91564028479041e-05,"H3C8/H2BC7/H3C10/H2BC15/H2BC26/H2BC11/H4C5/H3C2/H2BC17/H3C6/H2BC6/H2BC10/H4C9/H2BC9/H2BC14/H3C1",16
"R-HSA-9749641","Aspirin ADME","7/177","44/11230",0.159090909090909,10.0937339496662,7.64800677476976,5.0277740150288e-06,2.96923257868682e-05,2.20183549218242e-05,"ALB/UGT3A2/SLC22A7/GLYATL2/GLYATL1/ABCC3/UGT2B7",7
"R-HSA-1500931","Cell-Cell communication","18/177","334/11230",0.0538922155688623,3.4192631685781,5.67988952786095,5.30411976682904e-06,3.10315791965886e-05,2.30114787719784e-05,"H3C8/H2BC7/H3C10/H2BC15/H2BC26/H2BC11/H4C5/H3C2/H2BC17/H3C6/H2BC6/H2BC10/H4C9/H2BC9/ACTC1/H2BC14/CLDN8/H3C1",18
"R-HSA-69481","G2/M Checkpoints","12/177","156/11230",0.0769230769230769,4.88048674489352,6.1760859742882,6.34462668964964e-06,3.67753361825988e-05,2.72707638414765e-05,"H2BC7/H2BC15/H2BC26/H2BC11/H4C5/H2BC17/BRIP1/H2BC6/H2BC10/H4C9/H2BC9/H2BC14",12
"R-HSA-212165","Epigenetic regulation of gene expression","17/177","319/11230",0.0532915360501567,3.38115225900147,5.45968164043607,1.13709030192455e-05,6.53044522022726e-05,4.84265401399062e-05,"H3C8/H2BC7/H3C10/H2BC15/H2BC26/H2BC11/H4C5/H3C2/NCOA3/H2BC17/H3C6/H2BC6/H2BC10/H4C9/H2BC9/H2BC14/H3C1",17
"R-HSA-3214842","HDMs demethylate histones","7/177","50/11230",0.14,8.88248587570621,7.06877878383773,1.21024924219301e-05,6.88741841466205e-05,5.10736761537912e-05,"H3C8/H3C10/H4C5/H3C2/H3C6/H4C9/H3C1",7
"R-HSA-1266695","Interleukin-7 signaling","6/177","36/11230",0.166666666666667,10.5743879472693,7.2809275403942,1.85243961140956e-05,0.00010447091862544,7.74704474757341e-05,"H3C8/H3C10/STAT5A/H3C2/H3C6/H3C1",6
"R-HSA-140875","Common Pathway of Fibrin Clot Formation","5/177","22/11230",0.227272727272727,14.4196199280945,7.97268460955575,1.94747076303037e-05,0.000108849705147947,8.07175382045481e-05,"F2/FGG/SERPINC1/FGA/FGB",5
"R-HSA-8852135","Protein ubiquitination","8/177","78/11230",0.102564102564103,6.50731565985803,6.17629426516456,2.97809234226773e-05,0.000164981044801735,0.000122341753417799,"H2BC7/H2BC15/H2BC11/H2BC17/H2BC6/H2BC10/H2BC9/H2BC14",8
"R-HSA-9748784","Drug ADME","9/177","109/11230",0.0825688073394495,5.23868760690406,5.62716730630102,5.40188955775324e-05,0.000296630075715222,0.000219966139886351,"ALB/UGT3A2/SLCO1B1/SLC22A7/GSTA2/GLYATL2/GLYATL1/ABCC3/UGT2B7",9
"R-HSA-5689880","Ub-specific processing proteases","12/177","203/11230",0.0591133004926108,3.75052183351424,5.00439426204067,8.73013334647385e-05,0.000475222910860229,0.000352401721354231,"H2BC7/H2AC16/H2BC15/H2BC26/H2BC11/H2BC17/H2BC6/H2BC10/H2BC9/H2AC13/H2BC14/H2AC15",12
"R-HSA-3214841","PKMTs methylate histone lysines","7/177","70/11230",0.1,6.34463276836158,5.67612409662428,0.00011146511641767,0.000601527266185015,0.000446062761707738,"H3C8/H3C10/H4C5/H3C2/H3C6/H4C9/H3C1",7
"R-HSA-68886","M Phase","17/177","405/11230",0.0419753086419753,2.66317918671968,4.31389618723218,0.000222325025842385,0.00118953389895156,0.00088209929281594,"H3C8/H2BC7/TUBB3/H3C10/H2BC15/H2BC26/H2BC11/H4C5/H3C2/H2BC17/H3C6/H2BC6/H2BC10/H4C9/H2BC9/H2BC14/H3C1",17
"R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","5/177","39/11230",0.128205128205128,8.13414457482254,5.64750794914058,0.000342803562611408,0.00181860195080289,0.00134858493409127,"F2/FGG/SERPINC1/FGA/FGB",5
"R-HSA-5686938","Regulation of TLR by endogenous ligand","4/177","22/11230",0.181818181818182,11.5356959424756,6.25932637001749,0.000349464293641325,0.00183835838503756,0.00136323532504046,"GSDMD/FGG/FGA/FGB",4
"R-HSA-8854691","Interleukin-20 family signaling","4/177","25/11230",0.16,10.1514124293785,5.79654606118359,0.000582450211663661,0.00303844860417876,0.00225316266090943,"IL19/IL20RB/STAT5A/IL24",4
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","8/177","125/11230",0.064,4.06056497175141,4.35426059820592,0.000798196428356668,0.00412951210042376,0.00306224119099861,"ALB/F2/VGF/KLK3/IGFALS/FGG/SERPINC1/FGA",8
"R-HSA-977606","Regulation of Complement cascade","5/177","47/11230",0.106382978723404,6.74960932804424,4.99833306481279,0.000825074351179292,0.00423357822818227,0.00313941146566064,"C7/F2/VTN/CPB2/CD19",5
"R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins","3/177","15/11230",0.2,12.6892655367232,5.73258237325442,0.00152343043173366,0.00769086653439737,0.00570316485903689,"FGG/FGA/FGB",3
"R-HSA-372708","p130Cas linkage to MAPK signaling for integrins","3/177","15/11230",0.2,12.6892655367232,5.73258237325442,0.00152343043173366,0.00769086653439737,0.00570316485903689,"FGG/FGA/FGB",3
"R-HSA-5688426","Deubiquitination","12/177","279/11230",0.043010752688172,2.72887430897272,3.70046006738034,0.00154594387260816,0.00774208691402168,0.00574114735006484,"H2BC7/H2AC16/H2BC15/H2BC26/H2BC11/H2BC17/H2BC6/H2BC10/H2BC9/H2AC13/H2BC14/H2AC15",12
"R-HSA-166658","Complement cascade","5/177","58/11230",0.0862068965517241,5.46951100720826,4.31842750681737,0.00214429743893146,0.0106534142600881,0.00790004319606329,"C7/F2/VTN/CPB2/CD19",5
"R-HSA-5602498","MyD88 deficiency (TLR2/4)","3/177","17/11230",0.176470588235294,11.1964107676969,5.32387636764904,0.00222462838464474,0.0109654910928158,0.00813146388419668,"FGG/FGA/FGB",3
"R-HSA-69620","Cell Cycle Checkpoints","12/177","292/11230",0.0410958904109589,2.60738332946366,3.52175398860996,0.00226278847878157,0.0110664499040411,0.00820632992716013,"H2BC7/H2BC15/H2BC26/H2BC11/H4C5/H2BC17/BRIP1/H2BC6/H2BC10/H4C9/H2BC9/H2BC14",12
"R-HSA-73894","DNA Repair","13/177","334/11230",0.0389221556886228,2.46946784397307,3.4499822619201,0.00241683194618011,0.0117281922349515,0.00869704519188437,"H2BC7/H2BC15/H2BC26/H2BC11/H4C5/H2BC17/BRIP1/H2BC6/H2BC10/H4C9/H2BC9/H2BC14/POLQ",13
"R-HSA-159418","Recycling of bile acids and salts","3/177","18/11230",0.166666666666667,10.5743879472693,5.14425890329211,0.00263884008593604,0.0126100297236333,0.00935097210042421,"ALB/SLCO1B1/ABCC3",3
"R-HSA-5603041","IRAK4 deficiency (TLR2/4)","3/177","18/11230",0.166666666666667,10.5743879472693,5.14425890329211,0.00263884008593604,0.0126100297236333,0.00935097210042421,"FGG/FGA/FGB",3
"R-HSA-76009","Platelet Aggregation (Plug Formation)","4/177","39/11230",0.102564102564103,6.50731565985803,4.3596830203358,0.00319051546694524,0.0151307778962706,0.0112202338191615,"F2/FGG/FGA/FGB",4
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","4/177","46/11230",0.0869565217391304,5.51707197248833,3.88467272329621,0.00581264440832572,0.027358762403097,0.0202879001509429,"ALB/COLEC12/HYOU1/HP",4
"R-HSA-354192","Integrin signaling","3/177","27/11230",0.111111111111111,7.0495919648462,3.98251927446922,0.00852689057163225,0.0398345783421029,0.0295393459708549,"FGG/FGA/FGB",3
"R-HSA-9757110","Prednisone ADME","2/177","10/11230",0.2,12.6892655367232,4.67959086943914,0.0102293413846813,0.047433834865263,0.0351745773929393,"ALB/UGT2B7",2
"R-HSA-216083","Integrin cell surface interactions","5/177","84/11230",0.0595238095238095,3.77656712402475,3.23225331725715,0.0104192535899464,0.0479592113772534,0.0355641705353435,"IBSP/VTN/FGG/FGA/FGB",5
