"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"16","2.72","DISGENET","Microcystic meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Angioblastic Meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Meningothelial meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Fibrous Meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Posterior Fossa Meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Psammomatous Meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Sphenoid Wing Meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Angiomatous Meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Hemangioblastic Meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Hemangiopericytic Meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Transitional Meningioma","3","53","12","9587","5.66","1.84e-3","1.01e-2","45.22","7.60e-1","8.13e-3","3.39e-5","PTEN,AKT1,PGR"
"16","2.72","DISGENET","Meningioma","3","53","19","9587","5.66","4.65e-3","2.30e-2","28.56","9.73e-1","1.85e-2","1.45e-4","PTEN,AKT1,PGR"
"17","2.38","DISGENET","Benign neoplasm of stomach","3","53","17","9587","5.66","3.73e-3","1.88e-2","31.92","9.45e-1","1.51e-2","1.03e-4","PIK3CA,CDH1,ERBB2"
"17","2.38","DISGENET","Carcinoma in situ of stomach","3","53","17","9587","5.66","3.73e-3","1.88e-2","31.92","9.45e-1","1.51e-2","1.03e-4","PIK3CA,CDH1,ERBB2"
"17","2.38","DISGENET","Neoplasm of uncertain or unknown behavior of stomach","3","53","17","9587","5.66","3.73e-3","1.88e-2","31.92","9.45e-1","1.51e-2","1.03e-4","PIK3CA,CDH1,ERBB2"
"17","2.38","DISGENET","Stomach Carcinoma","3","53","21","9587","5.66","5.67e-3","2.77e-2","25.84","9.88e-1","2.22e-2","1.98e-4","PIK3CA,CDH1,ERBB2"
"18","1.63","DISGENET","Desmoplastic Medulloblastoma","3","53","43","9587","5.66","2.26e-2","9.54e-2","12.62","1.00e+0","7.66e-2","1.68e-3","MYC,ERBB2,BRCA2"
"18","1.63","DISGENET","Childhood Medulloblastoma","3","53","43","9587","5.66","2.26e-2","9.54e-2","12.62","1.00e+0","7.66e-2","1.68e-3","MYC,ERBB2,BRCA2"
"18","1.63","DISGENET","Melanotic medulloblastoma","3","53","43","9587","5.66","2.26e-2","9.54e-2","12.62","1.00e+0","7.66e-2","1.68e-3","MYC,ERBB2,BRCA2"
"18","1.63","DISGENET","Adult Medulloblastoma","3","53","43","9587","5.66","2.26e-2","9.54e-2","12.62","1.00e+0","7.66e-2","1.68e-3","MYC,ERBB2,BRCA2"
"18","1.63","DISGENET","Medullomyoblastoma","3","53","43","9587","5.66","2.26e-2","9.54e-2","12.62","1.00e+0","7.66e-2","1.68e-3","MYC,ERBB2,BRCA2"
"18","1.63","DISGENET","Medulloblastoma","3","53","50","9587","5.66","2.99e-2","1.25e-1","10.85","1.00e+0","1.00e-1","2.60e-3","MYC,ERBB2,BRCA2"
"19","0.43","DISGENET","Hepatitis, Toxic","4","53","403","9587","7.55","3.75e-1","9.66e-1","1.80","1.00e+0","7.76e-1","1.82e-1","KRT18,KRT8,E2F1,ACTB"
"19","0.43","DISGENET","Drug-Induced Acute Liver Injury","4","53","403","9587","7.55","3.75e-1","9.66e-1","1.80","1.00e+0","7.76e-1","1.82e-1","KRT18,KRT8,E2F1,ACTB"
"19","0.43","DISGENET","Hepatitis, Drug-Induced","4","53","403","9587","7.55","3.75e-1","9.66e-1","1.80","1.00e+0","7.76e-1","1.82e-1","KRT18,KRT8,E2F1,ACTB"
"19","0.43","DISGENET","Chemical and Drug Induced Liver Injury","4","53","403","9587","7.55","3.75e-1","9.66e-1","1.80","1.00e+0","7.76e-1","1.82e-1","KRT18,KRT8,E2F1,ACTB"
"19","0.43","DISGENET","Chemically-Induced Liver Toxicity","4","53","403","9587","7.55","3.75e-1","9.66e-1","1.80","1.00e+0","7.76e-1","1.82e-1","KRT18,KRT8,E2F1,ACTB"
"19","0.43","DISGENET","Drug-Induced Liver Disease","4","53","403","9587","7.55","3.75e-1","9.66e-1","1.80","1.00e+0","7.76e-1","1.82e-1","KRT18,KRT8,E2F1,ACTB"

