"User Ids","Gene Name","Category","Terms"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","Diabetes Mellitus, Type 2|Obesity"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","Glioma"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","Head and Neck Neoplasms|Neoplasm Recurrence, Local|Neoplasms, Second Primary"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","Lymphoma, Non-Hodgkin"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","Melanoma|Neoplasms, Second Primary"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","Melanoma|Skin Neoplasms"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","Mouth Neoplasms|Precancerous Conditions"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","Neoplasms|Obesity"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","Type 2 Diabetes| edema | rosiglitazone"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","bladder cancer"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","body mass; diabetes, type 2; glucose; birth weight"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","breast cancer"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","breast cancer"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","chronic obstructive pulmonary disease"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","diabetes, type 2"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","esophageal adenocarcinoma"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","leukemia, childhood acute lymphoblastic"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","lung cancer"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","lung cancer"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","melanoma"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","melanoma, sporadic primary"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","melanoma|Skin Neoplasms"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","ovarian cancer"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","ovarian cancer"
"CDK4","cyclin dependent kinase 4(CDK4)","GAD_DISEASE","pancreatic cancer"
"DTL","denticleless E3 ubiquitin protein ligase adapter(DTL)","GAD_DISEASE","Carcinoma, Squamous Cell|Esophageal Neoplasms"
"DTL","denticleless E3 ubiquitin protein ligase adapter(DTL)","GAD_DISEASE","Stroke"
"TOP2A","DNA topoisomerase II alpha(TOP2A)","GAD_DISEASE","Leukemia, Lymphocytic, Chronic, B-Cell"
"TOP2A","DNA topoisomerase II alpha(TOP2A)","GAD_DISEASE","breast cancer"
"TOP2A","DNA topoisomerase II alpha(TOP2A)","GAD_DISEASE","breast cancer"
"TOP2A","DNA topoisomerase II alpha(TOP2A)","GAD_DISEASE","leukemia, acute myeloblastic"
"TOP2A","DNA topoisomerase II alpha(TOP2A)","GAD_DISEASE","longevity"
"TOP2A","DNA topoisomerase II alpha(TOP2A)","GAD_DISEASE","lymphoma"
"TOP2A","DNA topoisomerase II alpha(TOP2A)","GAD_DISEASE","pharmacogenetic studies"
"E2F1","E2F transcription factor 1(E2F1)","GAD_DISEASE","Bone Mineral Density"
"E2F1","E2F transcription factor 1(E2F1)","GAD_DISEASE","Lung carcinomas"
"E2F1","E2F transcription factor 1(E2F1)","GAD_DISEASE","epithelial ovarian cancer"
"E2F1","E2F transcription factor 1(E2F1)","GAD_DISEASE","ovarian cancer"
"EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)","GAD_DISEASE","Leukemia, Lymphocytic, Chronic, B-Cell"
"EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)","GAD_DISEASE","Leukemia|Lymphoma, Non-Hodgkin|Lymphoma, Non-Hodgkin's"
"EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)","GAD_DISEASE","Tobacco Use Disorder"
"EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)","GAD_DISEASE","lung cancer"
"EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)","GAD_DISEASE","prostate cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Acute Coronary Syndrome|"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma, Bronchiolo-Alveolar|Lung Neoplasms|Neoplasm of lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma, Papillary|Lung Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Adenocarcinoma, Bronchiolo-Alveolar|Adenocarcinoma, Mucinous|Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|Neoplasm of lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Adenocarcinoma, Bronchiolo-Alveolar|Adenomatosis, Pulmonary|Lung Neoplasms|Neoplasm Invasiveness|Neoplasm of lung |Precancerous Conditions"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Adenocarcinoma, Bronchiolo-Alveolar|Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|Neoplasm Recurrence, Local"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Adenocarcinoma, Bronchiolo-Alveolar|Lung Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Carcinoma, Giant Cell|Carcinoma, Large Cell|Carcinoma, Non-Small-Cell Lung|Carcinoma, Squamous Cell|Lung Neoplasms|Neoplasm Recurrence, Local"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Carcinoma, Non-Small-Cell Lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Carcinoma, Non-Small-Cell Lung|Carcinoma, Squamous Cell|Lung Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Carcinoma, Non-Small-Cell Lung|Chromosome Aberrations|Chromosome abnormality|Lung Neoplasms|Neoplasm of lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Carcinoma, Non-Small-Cell Lung|Lung Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|Lymphatic Metastasis|Neoplasm of lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Carcinoma, Squamous Cell|Cervical Intraepithelial Neoplasia|Lung Neoplasms|Uterine Cervical Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Carcinoma, Squamous Cell|Esophageal Neoplasms|Lymphatic Metastasis|Neoplasm Recurrence, Local|Oesophageal neoplasm|Squamous cell carcinoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Chromosome Aberrations|Lung Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Chromosome Deletion|Lung Neoplasms|Neoplasm of lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Lung Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Lung Neoplasms|Lymphatic Metastasis"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Lung Neoplasms|Neoplasm Metastasis"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Lung Neoplasms|Neoplasm of lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Lung Neoplasms|Neoplasm of lung |Neoplasm Recurrence, Local"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|Lung Neoplasms|Pleural Effusion"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Adenocarcinoma|pancreatic neoplasm|Pancreatic Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Anus Neoplasms|Carcinoma, Squamous Cell|Squamous cell carcinoma|Tonsillar Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Astrocytoma|Brain Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Biliary Tract Neoplasms|Carcinoma, Hepatocellular|Liver Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Biliary Tract Neoplasm|Biliary Tract Neoplasms|Cholangiocarcinoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Body Height"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Bone Mineral Density"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Brain Neoplasms|Glioblastoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Brain Neoplasms|Glioblastoma|Neoplasm Recurrence, Local"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Brain Neoplasms|Glioma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Breast Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Bronchial Hyperreactivity|Hypersensitivity"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Non-Small-Cell Lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Non-Small-Cell Lung|Diarrhea|Exanthema|Head and Neck Neoplasms|Lung Neoplasms|Neoplasms, Squamous Cell|Ovarian Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Non-Small-Cell Lung|Exanthema|Lung Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Non-Small-Cell Lung|Lung Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|Neoplasm Metastasis|Neoplasm of lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|Neoplasm of lung"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|Pleural Effusion, Malignant"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Papillary|Thyroid Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Renal Cell|Kidney Neoplasms|Renal Cell Carcinoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Squamous Cell|"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Squamous Cell|Esophageal Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Squamous Cell|Head and Neck Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Squamous Cell|Head and Neck Neoplasms|Lymphatic Metastasis|Neoplasm Recurrence, Local"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Squamous Cell|Hypopharyngeal Neoplasms|Otorhinolaryngologic Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Squamous Cell|Lung Neoplasms|Neoplasm of lung |Squamous cell carcinoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Squamous Cell|Mouth Neoplasms|Neoplasm Metastasis|Squamous cell carcinoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma, Squamous Cell|Nasopharyngeal Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma|Lung Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Carcinoma|Lymphatic Metastasis|Uterine Cervical Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Cardiomyopathy, Dilated|"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Cervical Neoplasm|Papillomavirus Infections|Uterine Cervical Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Cleft Lip|Cleft Palate"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Colonic Neoplasms|Colorectal Neoplasms|Neoplasm Metastasis|Recurrence"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Cystadenocarcinoma, Mucinous|Cystadenocarcinoma, Serous|pancreatic neoplasm|Pancreatic Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Diarrhea|Drug Eruptions|Exanthema|Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Endometrial Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Endometriosis"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","F-18 fluorodeoxyglucose"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Glioblastoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Glioma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","HIV Infections|[X]Human immunodeficiency virus disease"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Hyperparathyroidism, Secondary"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Leukemia, Lymphocytic, Chronic, B-Cell"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Lung Neoplasms|Neoplasms, Glandular and Epithelial"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Neoplasm Metastasis|Thyroid Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Osteosarcoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Pancreatic Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Rectal Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Respiratory Function Tests"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","Type 2 Diabetes| edema | rosiglitazone"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","anaplastic astrocytoma; glioblastoma multiforme"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","asthma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","bladder cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","brain cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","breast cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","breast cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","breast cancer colorectal cancer stomach cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","breast cancer lung cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","cervical squamous cell carcinoma."
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","chronic obstructive pulmonary disease"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","colorectal cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","cutaneous squamous cell carcinoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","epithelial ovarian cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","esophageal adenocarcinoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","esophageal cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","esophageal cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","gastric cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","gefitinib toxicity"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","glioblastoma multiforme"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","hair thickness"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","head and neck cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","hepatitis C"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","kidney failure, chronic polycystic kidney disease"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","liver cancer; nasopharyngeal cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","lung cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","lung cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","lung cancer; colorectal cancer; esophageal cancer; stomach cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","lung cancer; gefitinib response"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","lung cancer; smoking behavior"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","lupus erythematosus"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","melanoma"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","normal variation"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","oral cavity cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","pancreatic cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","pancreatic neoplasm|Pancreatic Neoplasms"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","pharmacogenetic studies"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","polycystic kidney disease"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","primary lung adenocarcinomas"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","prostate cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","prostatic hyperplasia"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","radiation sensitivity"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","rectal cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","several psychiatric disorders"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","squamous cell carcinoma of the head and neck receiving cetuximab-docetaxel treatment"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","stomach cancer"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","tumours of the upper aerodigestive tract"
"EGFR","epidermal growth factor receptor(EGFR)","GAD_DISEASE","urinary calculus"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Brain Neoplasms|Glioma"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Breast Neoplasms"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Breast Neoplasms|Cell Transformation, Neoplastic|Heart Diseases|Mammary Neoplasms|Neoplasms, Experimental"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Breast Neoplasms|Fibroadenoma|Mammary Neoplasms"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Breast Neoplasms|Mammary Neoplasms"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Carcinoma, Squamous Cell|Mouth Neoplasms|Neoplasm Metastasis|Squamous cell carcinoma"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Chronic renal failure|Kidney Failure, Chronic"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Cleft Lip|Cleft Palate|Tooth Abnormalities"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Endometrial Neoplasms"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Endometrial Neoplasms|Obesity"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Esophageal Neoplasms|Head and Neck Neoplasms|Laryngeal Neoplasms|Mouth Neoplasms|Pharyngeal Neoplasms"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Neoplasm Metastasis|Thyroid Neoplasms"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","Pancreatic Neoplasms"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","advanced uterine cervical carcinoma"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","bladder cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","body mass; lipoproteins; blood pressure; CrossLaps, urinary; osteocalcin"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","breast cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","breast cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","breast cancer colorectal cancer stomach cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","breast cancer recurrence"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","cervical cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","chronic obstructive pulmonary disease"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","colorectal cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","cutaneous squamous cell carcinoma"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","endometrial cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","epithelial ovarian cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","esophageal adenocarcinoma"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","gastric cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","lung cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","lung cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","non-inflammatory breast carcinomas"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","oral cavity cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","ovarian cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","ovarian cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","overall effect"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","pharmacogenetic studies"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","prostate cancer"
"ERBB2","erb-b2 receptor tyrosine kinase 2(ERBB2)","GAD_DISEASE","stomach cancer"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Abortion, Habitual"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Abortion, Habitual|Infertility, Female"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Abortion, Spontaneous"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Acute Coronary Syndrome|"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Acute Coronary Syndrome|Inflammation"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alcohol dependence"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alcoholism"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alveolar Bone Loss|Tooth Loss"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alzheimer Disease|Alzheimer's Disease"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alzheimer Disease|Alzheimer's Disease|Dementia"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alzheimer Disease|Alzheimer's Disease|Disease Progression"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alzheimer Disease|Atrophy|Dementia|"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alzheimer's Disease"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alzheimer's disease"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Alzheimer's disease"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Anorexia Nervosa."
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Apoplexy|Brain Ischemia|Cerebral Hemorrhage|Cerebral Hemorrhages|Hypertension|Stroke"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Apoplexy|Brain Ischemia|Stroke"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Apoplexy|Coronary Disease|Coronary heart disease|Stroke"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Apoplexy|Coronary Disease|Coronary heart disease|Stroke|Venous Thromboembolism"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Apoplexy|Dyslipidemias|Hypertension|Metabolic Syndrome X|Obesity|Stroke"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Apoplexy|Migraine Disorders|Myocardial Infarction|Stroke"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Arteriolosclerosis"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Arteriosclerosis"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Asthma|Bronchial Hyperreactivity|Hypersensitivity, Immediate"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Atherosclerosis|Thrombosis"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Atrial Fibrillation"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Autism"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Azoospermia|Hypospadias|Infertility, Male|Oligospermia"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Azoospermia|Oligospermia"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","BILIARY CIRRHOSIS|Liver Cirrhosis, Biliary|Osteoporosis"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Biliary calculi|Biliary Tract Neoplasm|Biliary Tract Neoplasms|Gallstones"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Body Height"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Body Weight|"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Body Weight|Obesity"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Bone Density"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Bone Diseases, Developmental|Osteoarthritis, Hip"
"ESR1","estrogen receptor 1(ESR1)","GAD_DISEASE","Bone Diseases|Osteoporosis"
