"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GAD_DISEASE","Glaucoma, Open-Angle|Low Tension Glaucoma|Ocular Hypertension","2","50","9","12755","3.41e-2","2.22e-1","56.69","1.00e+0","2.09e-1","5.33e-4","CDH1,TP53"
"GAD_DISEASE","Adenocarcinoma|Colorectal Neoplasms","2","50","9","12755","3.41e-2","2.22e-1","56.69","1.00e+0","2.09e-1","5.33e-4","TYMS,TP53"
"GAD_DISEASE","melanoma","3","50","81","12755","3.86e-2","2.51e-1","9.45","1.00e+0","2.36e-1","3.90e-3","CDK4,TP53,EGFR"
"GAD_DISEASE","Carcinoma, Hepatocellular","2","50","11","12755","4.15e-2","2.64e-1","46.38","1.00e+0","2.49e-1","8.10e-4","TYMS,TP53"
"GAD_DISEASE","Osteonecrosis|Precursor Cell Lymphoblastic Leukemia-Lymphoma","2","50","11","12755","4.15e-2","2.64e-1","46.38","1.00e+0","2.49e-1","8.10e-4","TYMS,ESR1"
"GAD_DISEASE","Carcinoma, Non-Small-Cell Lung|Lung Neoplasms","2","50","11","12755","4.15e-2","2.64e-1","46.38","1.00e+0","2.49e-1","8.10e-4","TP53,EGFR"
"GAD_DISEASE","Narcolepsy","4","50","201","12755","4.18e-2","2.65e-1","5.08","1.00e+0","2.50e-1","7.83e-3","PTTG1,PTEN,BRCA1,BRCA2"
"GAD_DISEASE","Endometrial Neoplasms|","2","50","12","12755","4.52e-2","2.82e-1","42.52","1.00e+0","2.66e-1","9.69e-4","CCND1,PGR"
"GAD_DISEASE","Infertility, Female","2","50","12","12755","4.52e-2","2.82e-1","42.52","1.00e+0","2.66e-1","9.69e-4","PGR,TP53"
"GAD_DISEASE","Cervical Neoplasm|Papillomavirus Infections|Uterine Cervical Neoplasms","2","50","12","12755","4.52e-2","2.82e-1","42.52","1.00e+0","2.66e-1","9.69e-4","TP53,EGFR"
"GAD_DISEASE","Uterine Cervical Neoplasms","2","50","13","12755","4.88e-2","3.01e-1","39.25","1.00e+0","2.84e-1","1.14e-3","CCND1,TP53"
"GAD_DISEASE","hair thickness","2","50","13","12755","4.88e-2","3.01e-1","39.25","1.00e+0","2.84e-1","1.14e-3","AKT1,EGFR"
"GAD_DISEASE","Glioblastoma","2","50","14","12755","5.25e-2","3.21e-1","36.44","1.00e+0","3.02e-1","1.33e-3","TP53,EGFR"
"GAD_DISEASE","Dementia","2","50","14","12755","5.25e-2","3.21e-1","36.44","1.00e+0","3.02e-1","1.33e-3","TYMS,ESR1"
"GAD_DISEASE","Adenocarcinoma|pancreatic neoplasm|Pancreatic Neoplasms","2","50","15","12755","5.61e-2","3.41e-1","34.01","1.00e+0","3.21e-1","1.53e-3","BRCA2,EGFR"
"GAD_DISEASE","leukemia","3","50","100","12755","5.64e-2","3.41e-1","7.65","1.00e+0","3.21e-1","7.02e-3","CCND1,TYMS,TP53"
"GAD_DISEASE","Lymphoma, Non-Hodgkin","4","50","232","12755","5.94e-2","3.57e-1","4.40","1.00e+0","3.37e-1","1.28e-2","CDK4,PGR,TYMS,ESR1"
"GAD_DISEASE","Carcinoma, Squamous Cell|Esophageal Neoplasms|","2","50","17","12755","6.34e-2","3.77e-1","30.01","1.00e+0","3.56e-1","1.97e-3","CCND1,TP53"
"GAD_DISEASE","colorectal adenomas","2","50","17","12755","6.34e-2","3.77e-1","30.01","1.00e+0","3.56e-1","1.97e-3","TYMS,TP53"
"GAD_DISEASE","hepatitis B, chronic","2","50","18","12755","6.70e-2","3.97e-1","28.34","1.00e+0","3.74e-1","2.21e-3","CDH1,TP53"
"GAD_DISEASE","plasma HDL cholesterol (HDL-C) levels","4","50","249","12755","7.03e-2","4.10e-1","4.10","1.00e+0","3.86e-1","1.62e-2","PIK3CA,PTEN,AKT1,ESR1"
"GAD_DISEASE","hormone disturbance","2","50","19","12755","7.06e-2","4.10e-1","26.85","1.00e+0","3.86e-1","2.47e-3","PGR,ESR1"
"GAD_DISEASE","Mouth Neoplasms","2","50","19","12755","7.06e-2","4.10e-1","26.85","1.00e+0","3.86e-1","2.47e-3","CCND1,TP53"
"GAD_DISEASE","Carcinoma, Squamous Cell|Esophageal Neoplasms|Oesophageal neoplasm|Squamous cell carcinoma","2","50","19","12755","7.06e-2","4.10e-1","26.85","1.00e+0","3.86e-1","2.47e-3","BRCA2,TP53"
"GAD_DISEASE","Bone Mineral Density","5","50","409","12755","7.14e-2","4.12e-1","3.12","1.00e+0","3.89e-1","2.15e-2","CCND1,E2F1,AKT1,ESR1,EGFR"
"GAD_DISEASE","Abortion, Habitual|Infertility, Female","2","50","20","12755","7.41e-2","4.26e-1","25.51","1.00e+0","4.02e-1","2.74e-3","PGR,ESR1"
"GAD_DISEASE","non-Hodgkin's lymphoma","2","50","22","12755","8.13e-2","4.63e-1","23.19","1.00e+0","4.36e-1","3.31e-3","MYC,TYMS"
"GAD_DISEASE","Chromosome Aberrations|DNA Damage","2","50","22","12755","8.13e-2","4.63e-1","23.19","1.00e+0","4.36e-1","3.31e-3","CCND1,TP53"
"GAD_DISEASE","patent ductus arteriosus","3","50","129","12755","8.78e-2","4.97e-1","5.93","1.00e+0","4.69e-1","1.40e-2","PTEN,PGR,ESR1"
"GAD_DISEASE","Leukemia","2","50","25","12755","9.18e-2","5.18e-1","20.41","1.00e+0","4.88e-1","4.27e-3","TYMS,TP53"
"GAD_DISEASE","Carcinoma, Squamous Cell|Head and Neck Neoplasms","2","50","26","12755","9.53e-2","5.32e-1","19.62","1.00e+0","5.02e-1","4.61e-3","CCND1,EGFR"
"GAD_DISEASE","Carcinoma, Squamous Cell|Mouth Neoplasms|Squamous cell carcinoma","2","50","26","12755","9.53e-2","5.32e-1","19.62","1.00e+0","5.02e-1","4.61e-3","CCND1,TP53"

